rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w;g1f3
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/PP3N2/2QPPPPP/RNB1KB1R b;c7c5
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/PP3N2/R2PPPPP/1NBQKB1R b;d7d5
rnbqkb1r/2pp1ppp/p3pn2/1P6/8/PP3N2/3PPPPP/RNBQKB1R b;a6b5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PP3N2/3PPPPP/RNBQKB1R w;d2d4
rnbqk2r/1pppbppp/p3pn2/8/2PP4/PP3N2/4PPPP/RNBQKB1R b;b7b6
rnbqk2r/1pppbppp/p3pn2/8/2P5/PP3NP1/3PPP1P/RNBQKB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PPN2N2/3PPPPP/R1BQKB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PP2PN2/3P1PPP/RNBQKB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PP3N2/1B1PPPPP/RN1QKB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PP1P1N2/4PPPP/RNBQKB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PP3N1P/3PPPP1/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/1PP5/P4N2/3PPPPP/RNBQKB1R b;b7b5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PP3N2/2QPPPPP/RNB1KB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PP3N2/R2PPPPP/1NBQKB1R b;c7c5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PP3N2/3PPPPP/RNBQKB1R w;c1b2
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PP3N2/1B1PPPPP/RN1QKB1R b;d7d6
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PP3NP1/3PPP1P/RNBQKB1R b;d7d6
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PPN2N2/3PPPPP/R1BQKB1R b;f8g7
rnbqkb1r/1ppp1p1p/p3pnp1/8/2PP4/PP3N2/4PPPP/RNBQKB1R b;d7d6
rnbqkb1r/1ppp1p1p/p3pnp1/8/1PP5/P4N2/3PPPPP/RNBQKB1R b;b7b5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PP1P1N2/4PPPP/RNBQKB1R b;f8g7
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PP2PN2/3P1PPP/RNBQKB1R b;d7d6
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PP3N2/R2PPPPP/1NBQKB1R b;c7c5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PP3N2/2QPPPPP/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PP3N1P/3PPPP1/RNBQKB1R b;f8g7
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PP3N2/3PPPPP/RNBQKB1R w;e2e3
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PP2PN2/3P1PPP/RNBQKB1R b;d7d5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PP3NP1/3PPP1P/RNBQKB1R b;d7d5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PPN2N2/3PPPPP/R1BQKB1R b;d7d5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PP3N2/1B1PPPPP/RN1QKB1R b;d7d6
rnbqkb1r/2pp1ppp/pp2pn2/8/2PP4/PP3N2/4PPPP/RNBQKB1R b;f8e7
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PP3N2/2QPPPPP/RNB1KB1R b;c7c5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PP1P1N2/4PPPP/RNBQKB1R b;c8b7
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PP3N1P/3PPPP1/RNBQKB1R b;d7d5
rnbqkb1r/2pp1ppp/pp2pn2/8/1PP5/P4N2/3PPPPP/RNBQKB1R b;b6b5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PP3N2/R2PPPPP/1NBQKB1R b;c8b7
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PP3N2/3PPPPP/RNBQKB1R w;c1b2
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PP3N2/1B1PPPPP/RN1QKB1R b;b7b5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2PP4/PP3N2/4PPPP/RNBQKB1R b;b7b5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PP2PN2/3P1PPP/RNBQKB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PP3NP1/3PPP1P/RNBQKB1R b;b7b5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PPN2N2/3PPPPP/R1BQKB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PP3N2/2QPPPPP/RNB1KB1R b;d7d6
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PP3N1P/3PPPP1/RNBQKB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PP3N2/R2PPPPP/1NBQKB1R b;c7c5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PP1P1N2/4PPPP/RNBQKB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/1PP5/P4N2/3PPPPP/RNBQKB1R b;d7d5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PP3N2/3PPPPP/RNBQKB1R w;e2e3
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PP2PN2/3P1PPP/RNBQKB1R b;b7b6
rnbqkb1r/1pp2ppp/p2ppn2/8/2PP4/PP3N2/4PPPP/RNBQKB1R b;f8e7
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PPN2N2/3PPPPP/R1BQKB1R b;e6e5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PP3NP1/3PPP1P/RNBQKB1R b;b8d7
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PP3N2/2QPPPPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PP3N1P/3PPPP1/RNBQKB1R b;e6e5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PP3N2/R2PPPPP/1NBQKB1R b;b7b5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PP3N2/1B1PPPPP/RN1QKB1R b;b7b5
rnbqkb1r/1pp2ppp/p2ppn2/8/1PP5/P4N2/3PPPPP/RNBQKB1R b;d6d5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PP1P1N2/4PPPP/RNBQKB1R b;b8d7
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PP3N2/3PPPPP/RNBQKB1R w;g2g3
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PP3NP1/3PPP1P/RNBQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PP2PN2/3P1PPP/RNBQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2PP4/PP3N2/4PPPP/RNBQKB1R b;h7h6
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PPN2N2/3PPPPP/R1BQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PP3N2/2QPPPPP/RNB1KB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PP3N2/1B1PPPPP/RN1QKB1R b;f8e7
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PP1P1N2/4PPPP/RNBQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PP3N2/R2PPPPP/1NBQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PP3N1P/3PPPP1/RNBQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P4P/PP3N2/3PPPP1/RNBQKB1R b;d7d5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/PP3N2/3PPPPP/RNBQKB1R w;b1c3
rnb1kb1r/1pppqppp/p3pn2/8/2P5/PPN2N2/3PPPPP/R1BQKB1R b;c7c5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/PP2PN2/3P1PPP/RNBQKB1R b;g7g6
rnb1kb1r/1pppqppp/p3pn2/8/2P5/PP3NP1/3PPP1P/RNBQKB1R b;b7b5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/PP3N2/1B1PPPPP/RN1QKB1R b;g7g6
rnb1kb1r/1pppqppp/p3pn2/8/2PP4/PP3N2/4PPPP/RNBQKB1R b;b7b5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/PP3N2/2QPPPPP/RNB1KB1R b;c7c5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/PP3N2/R2PPPPP/1NBQKB1R b;b7b5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/PP3N1P/3PPPP1/RNBQKB1R b;d7d5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/PP1P1N2/4PPPP/RNBQKB1R b;d7d5
rnb1kb1r/1pppqppp/p3pn2/8/1PP5/P4N2/3PPPPP/RNBQKB1R b;d7d5
rnbqkb1r/1ppp1ppp/p3pn2/8/2P5/P4N2/1PQPPPPP/RNB1KB1R b;c7c5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P4N2/1PQPPPPP/RNB1KB1R w;e2e3
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P3PN2/1PQP1PPP/RNB1KB1R b;d7d5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P1P3/P4N2/1PQP1PPP/RNB1KB1R b;b8c6
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P1N2N2/1PQPPPPP/R1B1KB1R b;b8c6
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;b8c6
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2PP4/P4N2/1PQ1PPPP/RNB1KB1R b;c5d4
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;d7d5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/PP3N2/2QPPPPP/RNB1KB1R b;d7d5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;d7d5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P4N2/1P1PPPPP/RNBQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P4P/P4N2/1PQPPPP1/RNB1KB1R b;d7d5
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/P4N2/1PQPPPPP/RNB1KB1R w;c4b5
rnbqkb1r/2pp1ppp/p3pn2/1P6/8/P4N2/1PQPPPPP/RNB1KB1R b;a6b5
rnbqkb1r/2pp1ppp/p3pn2/1p6/2PP4/P4N2/1PQ1PPPP/RNB1KB1R b;b5c4
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/PP3N2/2QPPPPP/RNB1KB1R b;c8b7
rnbqkb1r/2pp1ppp/p3pn2/1pP5/8/P4N2/1PQPPPPP/RNB1KB1R b;a8a7
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/P3PN2/1PQP1PPP/RNB1KB1R b;c7c6
rnbqkb1r/2pp1ppp/p3pn2/1p6/1PP5/P4N2/2QPPPPP/RNB1KB1R b;f8e7
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P1P3/P4N2/1PQP1PPP/RNB1KB1R b;b5c4
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;c8b7
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;b5c4
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;b5c4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P4N2/1PQPPPPP/RNB1KB1R w;c4c5
rnbqkb1r/1pp2ppp/p3pn2/2Pp4/8/P4N2/1PQPPPPP/RNB1KB1R b;d5d4
rnbqkb1r/1pp2ppp/p3pn2/3P4/8/P4N2/1PQPPPPP/RNB1KB1R b;e6d5
rnbqkb1r/1pp2ppp/p3pn2/3p4/2PP4/P4N2/1PQ1PPPP/RNB1KB1R b;d5c4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P3PN2/1PQP1PPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p3pn2/3p4/1PP5/P4N2/2QPPPPP/RNB1KB1R b;d5d4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;f8e7
rnbqkb1r/1pp2ppp/p3pn2/3pN3/2P5/P7/1PQPPPPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p3pn2/3p4/Q1P5/P4N2/1P1PPPPP/RNB1KB1R b;b7b5
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;d5d4
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P4N2/1PQPPPPP/RNB1KB1R w;d2d4
rnbqkb1r/1ppp1pp1/p3pn1p/8/2PP4/P4N2/1PQ1PPPP/RNB1KB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P1P3/P4N2/1PQP1PPP/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P3PN2/1PQP1PPP/RNB1KB1R b;b7b6
rnbqkb1r/1ppp1pp1/p3pn1p/8/1PP5/P4N2/2QPPPPP/RNB1KB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PP3N2/2QPPPPP/RNB1KB1R b;d7d6
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P1N2N2/1PQPPPPP/R1B1KB1R b;c7c5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1pp1/p3pn1p/2P5/8/P4N2/1PQPPPPP/RNB1KB1R b;b7b6
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P4N2/1PQPPPPP/RNB1KB1R w;d2d4
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2PP4/P4N2/1PQ1PPPP/RNB1KB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P1P3/P4N2/1PQP1PPP/RNB1KB1R b;c6c5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P1N2N2/1PQPPPPP/R1B1KB1R b;c6c5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P3PN2/1PQP1PPP/RNB1KB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PP3N2/2QPPPPP/RNB1KB1R b;c6c5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;f8e7
rnbqkb1r/1p1p1ppp/p1p1pn2/8/1PP5/P4N2/2QPPPPP/RNB1KB1R b;a6a5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;b7b5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/2P5/8/P4N2/1PQPPPPP/RNB1KB1R b;b7b6
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P4N2/1PQPPPPP/RNB1KB1R w;d2d4
rnbqkb1r/1pp2ppp/p2ppn2/8/2PP4/P4N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PP3N2/2QPPPPP/RNB1KB1R b;b7b5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P3PN2/1PQP1PPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P1N2N2/1PQPPPPP/R1B1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P1P3/P4N2/1PQP1PPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;b7b5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;b7b5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p2ppn2/8/1PP5/P4N2/2QPPPPP/RNB1KB1R b;b7b5
rnbqkb1r/1pp2ppp/p2ppn2/8/P1P5/5N2/1PQPPPPP/RNB1KB1R b;b8c6
rnbqk2r/1pppbppp/p3pn2/8/2P5/P4N2/1PQPPPPP/RNB1KB1R w;e2e4
rnbqk2r/1pppbppp/p3pn2/8/2P1P3/P4N2/1PQP1PPP/RNB1KB1R b;d7d6
rnbqk2r/1pppbppp/p3pn2/8/2PP4/P4N2/1PQ1PPPP/RNB1KB1R b;b7b5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P3PN2/1PQP1PPP/RNB1KB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/1PP5/P4N2/2QPPPPP/RNB1KB1R b;b7b5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P1N2N2/1PQPPPPP/R1B1KB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PP3N2/2QPPPPP/RNB1KB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/2P5/8/P4N2/1PQPPPPP/RNB1KB1R b;b7b6
rnbqk2r/1pppbppp/p3pn2/8/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P4N2/1PQPPPPP/RNB1KB1R w;d2d4
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2PP4/P4N2/1PQ1PPPP/RNB1KB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P3PN2/1PQP1PPP/RNB1KB1R b;f8d6
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;b7b5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P1N2N2/1PQPPPPP/R1B1KB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/1PP5/P4N2/2QPPPPP/RNB1KB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;d8e7
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P1P3/P4N2/1PQP1PPP/RNB1KB1R b;e6e5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/PP3N2/2QPPPPP/RNB1KB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/2P5/8/P4N2/1PQPPPPP/RNB1KB1R b;e6e5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P4N2/1PQPPPPP/RNB1KB1R w;e2e4
rnbqkb1r/2pp1ppp/pp2pn2/8/2P1P3/P4N2/1PQP1PPP/RNB1KB1R b;c8b7
rnbqkb1r/2pp1ppp/pp2pn2/8/2PP4/P4N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P3PN2/1PQP1PPP/RNB1KB1R b;c7c5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;b6b5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PP3N2/2QPPPPP/RNB1KB1R b;c7c5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;c7c5
rnbqkb1r/2pp1ppp/pp2pn2/8/1PP5/P4N2/2QPPPPP/RNB1KB1R b;f8e7
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P1N2N2/1PQPPPPP/R1B1KB1R b;c7c5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P4N2/1P1PPPPP/RNBQKB1R b;c8b7
rnbqkb1r/1ppp1ppp/4pn2/p7/2P5/P4N2/1PQPPPPP/RNB1KB1R w;e2e4
rnbqkb1r/1ppp1ppp/4pn2/p7/2P1P3/P4N2/1PQP1PPP/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1ppp/4pn2/p7/2P5/P1N2N2/1PQPPPPP/R1B1KB1R b;c7c5
rnbqkb1r/1ppp1ppp/4pn2/p7/2P5/P3PN2/1PQP1PPP/RNB1KB1R b;b7b6
rnbqkb1r/1ppp1ppp/4pn2/p7/2PP4/P4N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1ppp/4pn2/p7/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1ppp/4pn2/p7/2P5/PP3N2/2QPPPPP/RNB1KB1R b;a5a4
rnbqkb1r/1ppp1ppp/4pn2/p7/2P5/P4NP1/1PQPPP1P/RNB1KB1R b;d7d5
rnbqkb1r/1ppp1ppp/4pn2/p7/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;d7d5
rnbqkb1r/1ppp1ppp/4pn2/p7/2P5/P2Q1N2/1P1PPPPP/RNB1KB1R b;d7d5
rnbqkb1r/1ppp1ppp/4pn2/p7/2P5/P4N2/1P1PPPPP/RNBQKB1R b;c7c5
rnbqkb1r/1ppp1ppp/p3pn2/8/2P5/P2P1N2/1P2PPPP/RNBQKB1R b;d7d5
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P2P1N2/1P2PPPP/RNBQKB1R w;b1d2
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P2P1N2/1P1NPPPP/R1BQKB1R b;c7c5
rnbqkb1r/1pp2ppp/p3pn2/3p4/Q1P5/P2P1N2/1P2PPPP/RNB1KB1R b;e8e7
rnbqkb1r/1pp2ppp/p3pn2/3P4/8/P2P1N2/1P2PPPP/RNBQKB1R b;e6d5
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/PP1P1N2/4PPPP/RNBQKB1R b;d5d4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P2P1N2/1P1BPPPP/RN1QKB1R b;h7h6
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P2P1N1P/1P2PPP1/RNBQKB1R b;d5c4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P2PPN2/1P3PPP/RNBQKB1R b;d5c4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P2B2/P2P1N2/1P2PPPP/RN1QKB1R b;d5c4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/PQ1P1N2/1P2PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P2P1N2/1P2PPPP/RNBQKB1R w;e2e4
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P1P3/P2P1N2/1P3PPP/RNBQKB1R b;d7d6
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;b8c6
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P2PPN2/1P3PPP/RNBQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P1NP1N2/1P2PPPP/R1BQKB1R b;b8c6
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P2B2/P2P1N2/1P2PPPP/RN1QKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P2P1N1P/1P2PPP1/RNBQKB1R b;f8d6
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P2P1N2/1P1NPPPP/R1BQKB1R b;b7b6
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/PP1P1N2/4PPPP/RNBQKB1R b;b8c6
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P2P1N2/1P1BPPPP/RN1QKB1R b;b7b6
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;d7d5
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/P2P1N2/1P2PPPP/RNBQKB1R w;c4b5
rnbqkb1r/2pp1ppp/p3pn2/1P6/8/P2P1N2/1P2PPPP/RNBQKB1R b;a6b5
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;c8b7
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P1P3/P2P1N2/1P3PPP/RNBQKB1R b;d7d6
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/PP1P1N2/4PPPP/RNBQKB1R b;f8e7
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/P2PPN2/1P3PPP/RNBQKB1R b;f8e7
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;b5c4
rnbqkb1r/2pp1ppp/p3pn2/1p6/1PP5/P2P1N2/4PPPP/RNBQKB1R b;a6a5
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/P2P1N2/1P1NPPPP/R1BQKB1R b;c8b7
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/P2P1N2/1P1BPPPP/RN1QKB1R b;c8b7
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P2B2/P2P1N2/1P2PPPP/RN1QKB1R b;c8b7
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P2P1N2/1P2PPPP/RNBQKB1R w;e2e4
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P1P3/P2P1N2/1P3PPP/RNBQKB1R b;d7d6
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d6
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P1NP1N2/1P2PPPP/R1BQKB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P2PPN2/1P3PPP/RNBQKB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P2P1N2/1P1NPPPP/R1BQKB1R b;d7d6
