rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w;g1f3
rnbqkb1r/pp3ppp/2p1pn2/3p4/2P5/5NPP/PP1PPP2/RNBQKB1R w;c4d5
rnbqkb1r/pp3ppp/2p1pn2/3P4/8/5NPP/PP1PPP2/RNBQKB1R b;c6d5
rnbqkb1r/pp3ppp/2p1pn2/3p4/2P5/5NPP/PPQPPP2/RNB1KB1R b;f8e7
rnbqkb1r/pp3ppp/2p1pn2/3p4/2P5/1P3NPP/P2PPP2/RNBQKB1R b;b7b5
rnbqkb1r/pp3ppp/2p1pn2/3pN3/2P5/6PP/PP1PPP2/RNBQKB1R b;d5c4
rnbqkb1r/pp3ppp/2p1pn2/3p4/P1P5/5NPP/1P1PPP2/RNBQKB1R b;f8e7
rnbqkb1r/pp3ppp/2p1pn2/3p4/2P5/1Q3NPP/PP1PPP2/RNB1KB1R b;f8e7
rnbqkb1r/pp3ppp/2p1pn2/3p4/2P5/4PNPP/PP1P1P2/RNBQKB1R b;d5c4
rnbqkb1r/pp3ppp/2p1pn2/3p4/Q1P5/5NPP/PP1PPP2/RNB1KB1R b;f8e7
rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/5NPP/PP2PP2/RNBQKB1R b;d5c4
rnbqkb1r/pp3ppp/2p1pn2/3p4/2P5/3P1NPP/PP2PP2/RNBQKB1R b;d5c4
rnbqkb1r/ppp2ppp/4pn2/8/2p5/5NPP/PP1PPP2/RNBQKB1R w;a2a4
rnbqkb1r/ppp2ppp/4pn2/8/P1p5/5NPP/1P1PPP2/RNBQKB1R b;b8c6
rnbqkb1r/ppp2ppp/4pn2/8/Q1p5/5NPP/PP1PPP2/RNB1KB1R b;b7b5
rnbqkb1r/ppp2ppp/4pn2/8/2p5/1P3NPP/P2PPP2/RNBQKB1R b;c4b3
rnbqkb1r/ppp2ppp/4pn2/4N3/2p5/6PP/PP1PPP2/RNBQKB1R b;d8d5
rnbqkb1r/ppp2ppp/4pn2/8/2p5/5NPP/PPQPPP2/RNB1KB1R b;b8c6
rnbqkb1r/ppp2ppp/4pn2/8/2p5/5NPP/PP1PPPB1/RNBQK2R b;a7a6
rnbqkb1r/ppp2ppp/4pn2/8/2p5/4PNPP/PP1P1P2/RNBQKB1R b;b8c6
rnbqkb1r/ppp2ppp/4pn2/8/2p5/N4NPP/PP1PPP2/R1BQKB1R b;f8c5
rnbqkb1r/ppp2ppp/4pn2/8/2p5/P4NPP/1P1PPP2/RNBQKB1R b;a7a6
rnbqkb1r/ppp2ppp/4pn2/8/2p5/2N2NPP/PP1PPP2/R1BQKB1R b;a7a6
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/5NPP/PP1PPP2/RNBQKB1R w;d2d4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2PP4/5NPP/PP2PP2/RNBQKB1R b;d5c4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/1P3NPP/P2PPP2/RNBQKB1R b;d5d4
rnbqkb1r/1pp2ppp/p3pn2/3P4/8/5NPP/PP1PPP2/RNBQKB1R b;e6d5
rnbqkb1r/1pp2ppp/p3pn2/3pN3/2P5/6PP/PP1PPP2/RNBQKB1R b;d5d4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/5NPP/PPQPPP2/RNB1KB1R b;d5d4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/4PNPP/PP1P1P2/RNBQKB1R b;d5c4
rnbqkb1r/1pp2ppp/p3pn2/3p4/P1P5/5NPP/1P1PPP2/RNBQKB1R b;d5c4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/1Q3NPP/PP1PPP2/RNB1KB1R b;d5d4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/5NPP/PP1PPPB1/RNBQK2R b;d5c4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/3P1NPP/PP2PP2/RNBQKB1R b;d5c4
rnbqk2r/ppp2ppp/3bpn2/3p4/2P5/5NPP/PP1PPP2/RNBQKB1R w;f1g2
rnbqk2r/ppp2ppp/3bpn2/3p4/2P5/5NPP/PP1PPPB1/RNBQK2R b;d5c4
rnbqk2r/ppp2ppp/3bpn2/3p4/2PP4/5NPP/PP2PP2/RNBQKB1R b;d5c4
rnbqk2r/ppp2ppp/3bpn2/3p4/2P5/2N2NPP/PP1PPP2/R1BQKB1R b;d5c4
rnbqk2r/ppp2ppp/3bpn2/3p4/2P5/3P1NPP/PP2PP2/RNBQKB1R b;h7h6
rnbqk2r/ppp2ppp/3bpn2/3P4/8/5NPP/PP1PPP2/RNBQKB1R b;e6d5
rnbqk2r/ppp2ppp/3bpn2/3p4/2P5/1P3NPP/P2PPP2/RNBQKB1R b;e6e5
rnbqk2r/ppp2ppp/3bpn2/3p4/P1P5/5NPP/1P1PPP2/RNBQKB1R b;e6e5
rnbqk2r/ppp2ppp/3bpn2/3p4/2P5/5NPP/PPQPPP2/RNB1KB1R b;e8g8
rnbqk2r/ppp2ppp/3bpn2/3p4/2P5/1Q3NPP/PP1PPP2/RNB1KB1R b;e6e5
rnbqk2r/ppp2ppp/3bpn2/3p4/2P5/P4NPP/1P1PPP2/RNBQKB1R b;d5c4
r1bqkb1r/ppp2ppp/2n1pn2/3p4/2P5/5NPP/PP1PPP2/RNBQKB1R w;d2d4
r1bqkb1r/ppp2ppp/2n1pn2/3p4/2PP4/5NPP/PP2PP2/RNBQKB1R b;d5c4
r1bqkb1r/ppp2ppp/2n1pn2/3P4/8/5NPP/PP1PPP2/RNBQKB1R b;e6d5
r1bqkb1r/ppp2ppp/2n1pn2/3p4/Q1P5/5NPP/PP1PPP2/RNB1KB1R b;f6e4
r1bqkb1r/ppp2ppp/2n1pn2/3p4/2P5/4PNPP/PP1P1P2/RNBQKB1R b;f6e4
r1bqkb1r/ppp2ppp/2n1pn2/3p4/2P5/5NPP/PP1PPPB1/RNBQK2R b;d5d4
r1bqkb1r/ppp2ppp/2n1pn2/3p4/2P5/1Q3NPP/PP1PPP2/RNB1KB1R b;c6a5
r1bqkb1r/ppp2ppp/2n1pn2/3p4/2P5/1P3NPP/P2PPP2/RNBQKB1R b;d5d4
r1bqkb1r/ppp2ppp/2n1pn2/3p4/2P5/N4NPP/PP1PPP2/R1BQKB1R b;d5d4
r1bqkb1r/ppp2ppp/2n1pn2/3p4/P1P5/5NPP/1P1PPP2/RNBQKB1R b;d5c4
r1bqkb1r/ppp2ppp/2n1pn2/3p4/2P5/P4NPP/1P1PPP2/RNBQKB1R b;d5c4
rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/5NPP/PP1PPP2/RNBQKB1R w;f3e5
rnbqkb1r/pp3ppp/4pn2/2ppN3/2P5/6PP/PP1PPP2/RNBQKB1R b;d8c7
rnbqkb1r/pp3ppp/4pn2/2pP4/8/5NPP/PP1PPP2/RNBQKB1R b;e6d5
rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/3P1NPP/PP2PP2/RNBQKB1R b;d5d4
rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/5NPP/PP1PPPB1/RNBQK2R b;d5d4
rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/1P3NPP/P2PPP2/RNBQKB1R b;d5d4
rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/4PNPP/PP1P1P2/RNBQKB1R b;d5c4
rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/N4NPP/PP1PPP2/R1BQKB1R b;d5d4
rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/P4NPP/1P1PPP2/RNBQKB1R b;d5c4
rnbqkb1r/pp3ppp/4pn2/2pp4/P1P5/5NPP/1P1PPP2/RNBQKB1R b;d5c4
rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/5NPP/PPQPPP2/RNB1KB1R b;d5c4
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NPP/PP1PPP2/RNBQKB1R w;c4d5
rnbqk2r/ppp1bppp/4pn2/3P4/8/5NPP/PP1PPP2/RNBQKB1R b;e6d5
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NPP/PP2PP2/RNBQKB1R b;b8d7
rnbqk2r/ppp1bppp/4pn2/3pN3/2P5/6PP/PP1PPP2/RNBQKB1R b;b8d7
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/3P1NPP/PP2PP2/RNBQKB1R b;d5c4
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/1P3NPP/P2PPP2/RNBQKB1R b;e8g8
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/4PNPP/PP1P1P2/RNBQKB1R b;e8g8
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NPP/PPQPPP2/RNB1KB1R b;d5d4
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/N4NPP/PP1PPP2/R1BQKB1R b;e8g8
rnbqk2r/ppp1bppp/4pn2/3p4/P1P5/5NPP/1P1PPP2/RNBQKB1R b;c7c5
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/1Q3NPP/PP1PPP2/RNB1KB1R b;c7c5
rn1qkb1r/pppb1ppp/4pn2/3p4/2P5/5NPP/PP1PPP2/RNBQKB1R w;f3e5
rn1qkb1r/pppb1ppp/4pn2/3pN3/2P5/6PP/PP1PPP2/RNBQKB1R b;f8d6
rn1qkb1r/pppb1ppp/4pn2/3p4/2P5/1P3NPP/P2PPP2/RNBQKB1R b;b8c6
rn1qkb1r/pppb1ppp/4pn2/3p4/2PP4/5NPP/PP2PP2/RNBQKB1R b;d5c4
rn1qkb1r/pppb1ppp/4pn2/3p4/2P5/3P1NPP/PP2PP2/RNBQKB1R b;b8c6
rn1qkb1r/pppb1ppp/4pn2/3P4/8/5NPP/PP1PPP2/RNBQKB1R b;e6d5
rn1qkb1r/pppb1ppp/4pn2/3p4/2P5/4PNPP/PP1P1P2/RNBQKB1R b;d5c4
rn1qkb1r/pppb1ppp/4pn2/3p4/P1P5/5NPP/1P1PPP2/RNBQKB1R b;d5c4
rn1qkb1r/pppb1ppp/4pn2/3p4/2P5/5NPP/PP1PPPB1/RNBQK2R b;d5c4
rn1qkb1r/pppb1ppp/4pn2/3p4/2P5/P4NPP/1P1PPP2/RNBQKB1R b;d5c4
rn1qkb1r/pppb1ppp/4pn2/3p4/2P5/5NPP/PPQPPP2/RNB1KB1R b;d5c4
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/5NPP/PP1PPP2/RNBQKB1R w;f1g2
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/5NPP/PP1PPPB1/RNBQK2R b;b8c6
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/3P1NPP/PP2PP2/RNBQKB1R b;f8b4
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/4PNPP/PP1P1P2/RNBQKB1R b;d4e3
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/P4NPP/1P1PPP2/RNBQKB1R b;c7c5
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/1P3NPP/P2PPP2/RNBQKB1R b;b8c6
rnbqkb1r/ppp2ppp/4pn2/8/P1Pp4/5NPP/1P1PPP2/RNBQKB1R b;b8c6
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/5NPP/PPQPPP2/RNB1KB1R b;c7c5
rnbqkb1r/ppp2ppp/4pn2/4N3/2Pp4/6PP/PP1PPP2/RNBQKB1R b;d8d6
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/1Q3NPP/PP1PPP2/RNB1KB1R b;c7c5
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/N4NPP/PP1PPP2/R1BQKB1R b;b8c6
rnbqkb1r/ppp2pp1/4pn1p/3p4/2P5/5NPP/PP1PPP2/RNBQKB1R w;d2d4
rnbqkb1r/ppp2pp1/4pn1p/3p4/2PP4/5NPP/PP2PP2/RNBQKB1R b;f8b4
rnbqkb1r/ppp2pp1/4pn1p/3P4/8/5NPP/PP1PPP2/RNBQKB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn1p/3p4/2P5/5NPP/PP1PPPB1/RNBQK2R b;d5c4
rnbqkb1r/ppp2pp1/4pn1p/3p4/2P5/1P3NPP/P2PPP2/RNBQKB1R b;d5d4
rnbqkb1r/ppp2pp1/4pn1p/3p4/2P5/3P1NPP/PP2PP2/RNBQKB1R b;d5c4
rnbqkb1r/ppp2pp1/4pn1p/3p4/2P5/5NPP/PPQPPP2/RNB1KB1R b;d5d4
rnbqkb1r/ppp2pp1/4pn1p/3p4/2P5/1Q3NPP/PP1PPP2/RNB1KB1R b;c7c5
rnbqkb1r/ppp2pp1/4pn1p/3p4/P1P5/5NPP/1P1PPP2/RNBQKB1R b;d5c4
rnbqkb1r/ppp2pp1/4pn1p/3p4/2P5/P4NPP/1P1PPP2/RNBQKB1R b;d5c4
rnbqkb1r/ppp2pp1/4pn1p/3p4/2P5/4PNPP/PP1P1P2/RNBQKB1R b;b8d7
rnbqkb1r/ppp2ppp/4pn2/3P4/8/5N1P/PP1PPPP1/RNBQKB1R b;e6d5
rnbqkb1r/ppp2ppp/5n2/3p4/8/5N1P/PP1PPPP1/RNBQKB1R w;d2d3
rnbqkb1r/ppp2ppp/5n2/3p4/8/3P1N1P/PP2PPP1/RNBQKB1R b;f8d6
rnbqkb1r/ppp2ppp/5n2/3p4/P7/5N1P/1P1PPPP1/RNBQKB1R b;a7a6
rnbqkb1r/ppp2ppp/5n2/3p4/8/P4N1P/1P1PPPP1/RNBQKB1R b;a7a6
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/5N1P/PP2PPP1/RNBQKB1R b;f8d6
rnbqkb1r/ppp2ppp/5n2/3p4/8/5NPP/PP1PPP2/RNBQKB1R b;c7c6
rnbqkb1r/ppp2ppp/5n2/3p4/8/4PN1P/PP1P1PP1/RNBQKB1R b;f8d6
rnbqkb1r/ppp2ppp/5n2/3p4/8/N4N1P/PP1PPPP1/R1BQKB1R b;f8e7
rnbqkb1r/ppp2ppp/5n2/3p4/8/5N1P/PPQPPPP1/RNB1KB1R b;a7a6
rnbqkb1r/ppp2ppp/5n2/3p4/6P1/5N1P/PP1PPP2/RNBQKB1R b;h7h5
rnbqkb1r/ppp2ppp/5n2/3p4/8/7P/PP1PPPP1/RNBQKBNR b;c7c5
rnbqkb1r/ppp2ppp/4p3/3P4/4n3/5N1P/PP1PPPP1/RNBQKB1R w;d1a4
rnbqkb1r/ppp2ppp/4p3/3P4/Q3n3/5N1P/PP1PPPP1/RNB1KB1R b;b8d7
rnbqkb1r/ppp2ppp/4P3/8/4n3/5N1P/PP1PPPP1/RNBQKB1R b;f7f5
rnbqkb1r/ppp2ppp/3Pp3/8/4n3/5N1P/PP1PPPP1/RNBQKB1R b;d8d6
rnbqkb1r/ppp2ppp/4p3/3P4/4n3/5NPP/PP1PPP2/RNBQKB1R b;e6d5
rnbqkb1r/ppp2ppp/4p3/3P4/4n3/4PN1P/PP1P1PP1/RNBQKB1R b;e6d5
rnbqkb1r/ppp2ppp/4p3/3P4/4n3/2N2N1P/PP1PPPP1/R1BQKB1R b;e4c3
rnbqkb1r/ppp2ppp/4p3/3P4/4n3/P4N1P/1P1PPPP1/RNBQKB1R b;e6d5
rnbqkb1r/ppp2ppp/4p3/3P4/3Pn3/5N1P/PP2PPP1/RNBQKB1R b;e6d5
rnbqkb1r/ppp2ppp/4p3/3P4/4n3/3P1N1P/PP2PPP1/RNBQKB1R b;f8b4
rnbqkb1r/ppp2ppp/4p3/3P4/4n3/N4N1P/PP1PPPP1/R1BQKB1R b;e6d5
r1bqkb1r/ppp2ppp/n3pn2/3P4/8/5N1P/PP1PPPP1/RNBQKB1R w;d5e6
r1bqkb1r/ppp2ppp/n3Pn2/8/8/5N1P/PP1PPPP1/RNBQKB1R b;c8e6
r1bqkb1r/ppp2ppp/n3pn2/3P4/4P3/5N1P/PP1P1PP1/RNBQKB1R b;e6d5
r1bqkb1r/ppp2ppp/n3pn2/3P4/3P4/5N1P/PP2PPP1/RNBQKB1R b;e6d5
r1bqkb1r/ppp2ppp/n3pn2/3P4/8/2N2N1P/PP1PPPP1/R1BQKB1R b;e6d5
r1bqkb1r/ppp2ppp/n3pn2/3P4/8/3P1N1P/PP2PPP1/RNBQKB1R b;e6d5
r1bqkb1r/ppp2ppp/n3pn2/3P4/8/4PN1P/PP1P1PP1/RNBQKB1R b;e6d5
r1bqkb1r/ppp2ppp/n3pn2/3P4/8/5NPP/PP1PPP2/RNBQKB1R b;e6d5
r1bqkb1r/ppp2ppp/n3pn2/3P4/8/P4N1P/1P1PPPP1/RNBQKB1R b;e6d5
r1bqkb1r/ppp2ppp/n2Ppn2/8/8/5N1P/PP1PPPP1/RNBQKB1R b;f8d6
r1bqkb1r/ppp2ppp/n3pn2/3P4/6P1/5N1P/PP1PPP2/RNBQKB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn2/3P3p/8/5N1P/PP1PPPP1/RNBQKB1R w;d5e6
rnbqkb1r/ppp2pp1/4Pn2/7p/8/5N1P/PP1PPPP1/RNBQKB1R b;c8e6
rnbqkb1r/ppp2pp1/4pn2/3P3p/8/2N2N1P/PP1PPPP1/R1BQKB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn2/3P3p/3P4/5N1P/PP2PPP1/RNBQKB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn2/3P3p/8/5N1P/PPQPPPP1/RNB1KB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn2/3P3p/8/5NPP/PP1PPP2/RNBQKB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn2/3P3p/8/4PN1P/PP1P1PP1/RNBQKB1R b;e6d5
rnbqkb1r/ppp2pp1/3Ppn2/7p/8/5N1P/PP1PPPP1/RNBQKB1R b;b8c6
rnbqkb1r/ppp2pp1/4pn2/3P3p/8/3P1N1P/PP2PPP1/RNBQKB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn2/3P3p/8/N4N1P/PP1PPPP1/R1BQKB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn2/3P3p/8/P4N1P/1P1PPPP1/RNBQKB1R b;e6d5
rnbqkb1r/pp3ppp/2p1pn2/3P4/8/5N1P/PP1PPPP1/RNBQKB1R w;d5e6
rnbqkb1r/pp3ppp/2p1Pn2/8/8/5N1P/PP1PPPP1/RNBQKB1R b;c8e6
rnbqkb1r/pp3ppp/2P1pn2/8/8/5N1P/PP1PPPP1/RNBQKB1R b;f8e7
rnbqkb1r/pp3ppp/2pPpn2/8/8/5N1P/PP1PPPP1/RNBQKB1R b;f8d6
rnbqkb1r/pp3ppp/2p1pn2/3P4/4P3/5N1P/PP1P1PP1/RNBQKB1R b;f6e4
rnbqkb1r/pp3ppp/2p1pn2/3P4/8/P4N1P/1P1PPPP1/RNBQKB1R b;e6d5
rnbqkb1r/pp3ppp/2p1pn2/3P4/3P4/5N1P/PP2PPP1/RNBQKB1R b;c6d5
rnbqkb1r/pp3ppp/2p1pn2/3P4/8/4PN1P/PP1P1PP1/RNBQKB1R b;c6d5
rnbqkb1r/pp3ppp/2p1pn2/3P4/8/5N1P/PPQPPPP1/RNB1KB1R b;c6d5
rnbqkb1r/pp3ppp/2p1pn2/3P4/8/3P1N1P/PP2PPP1/RNBQKB1R b;c6d5
rnbqkb1r/pp3ppp/2p1pn2/3P4/8/5NPP/PP1PPP2/RNBQKB1R b;c6d5
rnbqkb1r/ppp2pp1/4pn1p/3P4/8/5N1P/PP1PPPP1/RNBQKB1R w;d5e6
rnbqkb1r/ppp2pp1/4Pn1p/8/8/5N1P/PP1PPPP1/RNBQKB1R b;c8e6
rnbqkb1r/ppp2pp1/4pn1p/3P4/4P3/5N1P/PP1P1PP1/RNBQKB1R b;c8d7
rnbqkb1r/ppp2pp1/4pn1p/3P4/3P4/5N1P/PP2PPP1/RNBQKB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn1p/3P4/8/4PN1P/PP1P1PP1/RNBQKB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn1p/3P4/8/5NPP/PP1PPP2/RNBQKB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn1p/3P4/8/5N1P/PPQPPPP1/RNB1KB1R b;e6d5
rnbqkb1r/ppp2pp1/3Ppn1p/8/8/5N1P/PP1PPPP1/RNBQKB1R b;c7c5
rnbqkb1r/ppp2pp1/4pn1p/3P4/8/2N2N1P/PP1PPPP1/R1BQKB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn1p/3P4/8/P4N1P/1P1PPPP1/RNBQKB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn1p/3P4/8/1Q3N1P/PP1PPPP1/RNB1KB1R b;e6d5
rnbqk2r/ppp1bppp/4pn2/3P4/8/5N1P/PP1PPPP1/RNBQKB1R w;d5e6
rnbqk2r/ppp1bppp/4Pn2/8/8/5N1P/PP1PPPP1/RNBQKB1R b;c8e6
rnbqk2r/ppp1bppp/4pn2/3P4/4P3/5N1P/PP1P1PP1/RNBQKB1R b;e8g8
rnbqk2r/ppp1bppp/4pn2/3P4/6P1/5N1P/PP1PPP2/RNBQKB1R b;e8g8
rnbqk2r/ppp1bppp/4pn2/3P4/8/5N1P/PPQPPPP1/RNB1KB1R b;e6d5
rnbqk2r/ppp1bppp/4pn2/3P4/3P4/5N1P/PP2PPP1/RNBQKB1R b;e6d5
rnbqk2r/ppp1bppp/4pn2/3P4/8/4PN1P/PP1P1PP1/RNBQKB1R b;e6d5
rnbqk2r/ppp1bppp/3Ppn2/8/8/5N1P/PP1PPPP1/RNBQKB1R b;c7d6
rnbqk2r/ppp1bppp/4pn2/3P4/P7/5N1P/1P1PPPP1/RNBQKB1R b;e6d5
rnbqk2r/ppp1bppp/4pn2/3P4/8/2N2N1P/PP1PPPP1/R1BQKB1R b;e6d5
rnbqk2r/ppp1bppp/4pn2/3P4/8/P4N1P/1P1PPPP1/RNBQKB1R b;e6d5
rnbqk2r/ppp2ppp/3bpn2/3P4/8/5N1P/PP1PPPP1/RNBQKB1R w;d5e6
rnbqk2r/ppp2ppp/3bPn2/8/8/5N1P/PP1PPPP1/RNBQKB1R b;c8e6
rnbqk2r/ppp2ppp/3bpn2/3P4/4P3/5N1P/PP1P1PP1/RNBQKB1R b;e8g8
rnbqk2r/ppp2ppp/3bpn2/3P4/8/4PN1P/PP1P1PP1/RNBQKB1R b;e6d5
rnbqk2r/ppp2ppp/3bpn2/3P4/8/5NPP/PP1PPP2/RNBQKB1R b;e6d5
rnbqk2r/ppp2ppp/3bpn2/3P4/8/5N1P/PPQPPPP1/RNB1KB1R b;e6d5
rnbqk2r/ppp2ppp/3bpn2/3P4/P7/5N1P/1P1PPPP1/RNBQKB1R b;e6d5
rnbqk2r/ppp2ppp/3bpn2/3P4/8/N4N1P/PP1PPPP1/R1BQKB1R b;e8g8
rnbqk2r/ppp2ppp/3bpn2/3P4/8/3P1N1P/PP2PPP1/RNBQKB1R b;e6e5
rnbqk2r/ppp2ppp/3bpn2/3P4/8/P4N1P/1P1PPPP1/RNBQKB1R b;e6d5
rnbqk2r/ppp2ppp/3bpn2/3P4/8/2N2N1P/PP1PPPP1/R1BQKB1R b;e6d5
rnb1kb1r/ppp1qppp/4pn2/3P4/8/5N1P/PP1PPPP1/RNBQKB1R w;d5e6
rnb1kb1r/ppp1qppp/4Pn2/8/8/5N1P/PP1PPPP1/RNBQKB1R b;c8e6
rnb1kb1r/ppp1qppp/4pn2/3P4/8/P4N1P/1P1PPPP1/RNBQKB1R b;e6d5
rnb1kb1r/ppp1qppp/4pn2/3P4/4P3/5N1P/PP1P1PP1/RNBQKB1R b;e6d5
rnb1kb1r/ppp1qppp/3Ppn2/8/8/5N1P/PP1PPPP1/RNBQKB1R b;c7d6
rnb1kb1r/ppp1qppp/4pn2/3P4/8/2N2N1P/PP1PPPP1/R1BQKB1R b;e6d5
rnb1kb1r/ppp1qppp/4pn2/3P4/3P4/5N1P/PP2PPP1/RNBQKB1R b;e6d5
rnb1kb1r/ppp1qppp/4pn2/3P4/8/5N1P/PPQPPPP1/RNB1KB1R b;e6d5
rnb1kb1r/ppp1qppp/4pn2/3P4/8/3P1N1P/PP2PPP1/RNBQKB1R b;e6d5
rnb1kb1r/ppp1qppp/4pn2/3P4/8/4PN1P/PP1P1PP1/RNBQKB1R b;e6d5
rnb1kb1r/ppp1qppp/4pn2/3P4/P7/5N1P/1P1PPPP1/RNBQKB1R b;a7a6
rnbqkb1r/1pp2ppp/p3pn2/3P4/8/5N1P/PP1PPPP1/RNBQKB1R w;d5e6
rnbqkb1r/1pp2ppp/p3Pn2/8/8/5N1P/PP1PPPP1/RNBQKB1R b;c8e6
rnbqkb1r/1pp2ppp/p3pn2/3P4/4P3/5N1P/PP1P1PP1/RNBQKB1R b;e6d5
rnbqkb1r/1pp2ppp/p3pn2/3P4/3P4/5N1P/PP2PPP1/RNBQKB1R b;f8b4
rnbqkb1r/1pp2ppp/p3pn2/3P4/8/5NPP/PP1PPP2/RNBQKB1R b;e6d5
rnbqkb1r/1pp2ppp/p3pn2/3P4/8/P4N1P/1P1PPPP1/RNBQKB1R b;e6d5
rnbqkb1r/1pp2ppp/p3pn2/3P4/8/3P1N1P/PP2PPP1/RNBQKB1R b;e6d5
rnbqkb1r/1pp2ppp/p3pn2/3P4/8/5N1P/PPQPPPP1/RNB1KB1R b;f6d5
rnbqkb1r/1pp2ppp/p2Ppn2/8/8/5N1P/PP1PPPP1/RNBQKB1R b;c7c5
rnbqkb1r/1pp2ppp/p3pn2/3P4/8/1Q3N1P/PP1PPPP1/RNB1KB1R b;e6d5
rnbqkb1r/1pp2ppp/p3pn2/3P4/8/4PN1P/PP1P1PP1/RNBQKB1R b;e6d5
rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/1P3N1P/P2PPPP1/RNBQKB1R b;d5d4
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/1P3N1P/P2PPPP1/RNBQKB1R w;e2e3
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/1P2PN1P/P2P1PP1/RNBQKB1R b;c7c5
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/1P3N1P/PB1PPPP1/RN1QKB1R b;c7c5
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/PP3N1P/3PPPP1/RNBQKB1R b;b8c6
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/BP3N1P/P2PPPP1/RN1QKB1R b;f8a3
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/1P3NPP/P2PPP2/RNBQKB1R b;b8c6
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/NP3N1P/P2PPPP1/R1BQKB1R b;b8c6
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/1P3N1P/P1QPPPP1/RNB1KB1R b;b8c6
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/1P1P1N1P/P3PPP1/RNBQKB1R b;b8c6
rnbqkb1r/ppp2ppp/4pn2/8/P1Pp4/1P3N1P/3PPPP1/RNBQKB1R b;b8c6
rnbqkb1r/ppp2ppp/4pn2/8/2Pp2P1/1P3N1P/P2PPP2/RNBQKB1R b;b8c6
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/1P3N1P/P2PPPP1/RNBQKB1R w;e2e3
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/1P2PN1P/P2P1PP1/RNBQKB1R b;f6e4
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/1P3N1P/PB1PPPP1/RN1QKB1R b;c7c5
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/1P3NPP/P2PPP2/RNBQKB1R b;d5d4
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/1P3N1P/P3PPP1/RNBQKB1R b;c7c5
